ID,age,order_id
1071,40,3-132-512-6071
1072,63,6-856-541-4441
1073,68,4-200-664-5017
1074,63,4-066-218-6603
1075,28,2-177-278-7057
1076,28,1-203-355-4172
1077,46,7-413-540-4866
1078,46,7-622-186-7134
1079,15,1-531-371-4828
1080,63,5-525-432-3444
1081,55,2-331-032-4801
1082,79,1-700-525-5656
1083,49,6-127-015-5068
1084,13,4-834-847-5323
1085,59,2-172-888-6574
1086,76,0-437-458-3705
1087,56,7-051-611-3654
1088,71,2-261-623-6334
1089,43,1-807-387-2513
1090,65,3-684-512-4045
1091,25,7-765-582-3500
1092,69,0-306-612-1786
1093,79,3-702-183-5378
1094,45,2-255-801-2604
1095,27,0-467-133-8061
1096,64,7-825-634-2453
1097,45,4-527-742-3371
1098,59,2-548-483-5077
1099,73,7-452-527-4012
1100,49,1-415-373-0743
1101,15,8-464-173-5730
1102,33,8-861-065-1287
1103,76,7-712-471-2143
1104,11,4-231-666-7476
1105,43,0-180-717-0676
1106,31,6-110-271-3466
1107,64,2-435-104-8161
1108,32,7-038-632-5504
1109,47,5-655-528-2417
1110,37,6-276-261-0071
1111,23,3-261-401-2888
1112,39,3-737-677-6201
1113,38,4-437-844-7532
1114,34,5-673-853-7232
1115,41,3-321-838-3025
1116,75,6-324-317-0501
1117,79,0-466-521-0284
1118,48,1-271-372-2085
1119,54,2-741-527-3121
1120,41,6-266-146-7773
1121,13,2-556-687-1703
1122,61,7-848-013-7133
1123,21,0-415-177-4437
1124,77,5-152-305-5708
1125,23,0-676-347-7145
1126,27,6-288-282-3143
1127,72,5-131-673-0484
1128,44,0-108-486-1424
1129,17,1-537-740-5380
1130,27,1-603-146-7738
1131,21,8-271-613-2520
1132,18,3-420-781-0077
1133,65,7-308-552-6618
1134,43,6-771-475-7680
1135,53,2-688-271-0402
1136,38,0-358-023-1572
1137,12,1-851-200-7346
1138,74,6-337-070-5431
1139,21,2-564-470-3387
1140,36,2-073-040-5562
1141,56,7-516-764-6738
1142,54,2-534-334-7504
1143,10,0-550-244-4205
1144,74,5-356-305-7111
1145,41,1-422-140-7016
1146,22,0-332-732-1838
1147,12,6-734-457-7318
1148,67,2-237-077-3645
1149,10,6-206-804-6415
1150,32,0-534-276-8358
1151,50,8-411-543-2137
1152,20,5-183-522-0606
1153,43,4-207-665-1247
1154,39,7-300-731-6617
1155,23,8-221-287-8655
1156,29,4-444-767-1244
1157,30,1-223-806-2488
1158,37,3-373-576-2674
1159,34,7-580-367-3688
1160,12,6-486-837-4510
1161,37,7-354-725-3674
1162,32,1-586-045-4476
1163,14,7-822-806-6442
1164,76,1-354-353-7865
1165,27,3-041-458-0545
1166,66,8-236-176-5385
1167,56,7-107-480-1308
1168,73,4-518-512-5774
1169,15,1-550-887-4472
1170,32,4-056-333-8341
1171,46,6-782-607-8606
1172,66,2-023-233-6273
1173,48,5-513-356-5413
1174,14,0-463-835-4273
1175,39,1-858-032-7346
1176,18,7-440-202-1523
1177,60,6-078-182-7162
1178,42,8-650-755-5755
1179,39,7-412-417-7582
1180,13,5-254-178-1201
1181,50,4-120-577-0431
1182,57,6-828-837-0444
1183,50,8-138-631-6356
1184,31,8-726-015-1186
1185,27,5-817-100-8660
1186,36,4-730-232-1180
1187,15,0-182-823-0403
1188,59,2-242-475-1782
1189,24,6-586-650-5817
1190,13,1-603-288-3466
1191,76,7-853-372-1865
1192,33,2-537-077-0441
1193,63,7-277-076-0708
1194,59,8-510-761-3160
1195,59,5-035-864-3775
1196,20,8-411-044-2658
1197,38,5-627-375-1111
1198,77,4-111-548-0000
1199,36,4-035-178-8088
1200,23,4-608-240-7216
1201,71,3-361-673-5572
1202,33,4-882-127-4186
1203,71,4-875-020-3342
1204,66,1-722-535-5364
1205,34,4-650-216-3676
1206,64,0-743-678-8511
1207,37,0-586-304-6340
1208,33,5-001-670-3041
1209,66,8-175-646-3420
1210,58,2-005-383-5616
1211,59,7-726-072-5307
1212,24,2-807-656-3038
1213,58,7-480-050-6416
1214,72,2-836-842-1173
1215,42,8-470-336-4858
1216,47,7-247-016-0115
1217,64,2-034-074-0041
1218,55,6-820-428-6078
1219,59,0-310-022-6707
1220,36,8-131-074-2071
1221,13,7-657-176-3164
1222,58,5-386-247-5181
1223,31,8-751-356-2201
1224,35,6-358-332-1564
1225,57,7-605-058-8428
1226,29,2-505-024-5150
1227,66,8-726-585-1382
1228,60,4-125-127-3326
1229,66,3-513-274-2525
1230,23,3-125-667-2220
1231,75,0-738-763-5032
1232,10,7-285-400-1402
1233,10,8-266-345-1513
1234,39,4-438-801-8727
1235,38,6-261-174-8430
1236,49,8-614-713-5850
1237,76,5-123-831-5328
1238,21,6-386-638-0478
1239,26,7-506-714-1174
1240,13,5-001-231-5607
1241,42,1-675-604-7105
1242,30,2-362-768-8880
1243,57,2-660-634-7754
1244,18,2-841-368-4477
1245,73,6-770-085-2512
1246,74,2-307-564-6758
1247,72,2-741-851-4873
1248,70,4-378-014-0557
1249,76,6-086-200-0887
1250,22,3-320-078-3012
1251,20,8-565-172-5054
1252,72,5-417-738-5555
1253,51,8-307-538-4776
1254,61,2-380-511-6833
1255,47,6-055-264-3016
1256,59,6-405-580-7634
1257,36,3-784-375-4050
1258,44,7-221-236-1613
1259,21,0-508-347-2422
1260,38,6-881-425-1356
1261,36,6-852-636-2474
1262,67,6-504-668-5073
1263,33,4-463-416-4762
1264,41,8-451-588-8404
1265,69,1-145-502-7427
1266,22,6-262-088-0355
1267,23,0-600-847-3072
1268,39,6-077-348-6644
1269,32,2-584-144-5425
1270,71,0-278-341-7025
1271,75,1-157-584-5266
1272,33,5-314-257-4486
1273,17,5-821-252-0083
1274,11,7-685-685-2443
1275,12,2-553-313-1341
1276,56,5-225-362-5016
1277,54,6-265-335-1528
1278,57,0-858-515-2428
1279,41,5-877-170-1885
1280,19,3-760-800-3355
1281,44,0-307-531-4220
1282,40,5-687-176-1344
1283,65,4-533-140-8337
1284,66,6-245-707-0633
1285,27,1-225-841-4722
1286,79,8-636-100-1800
1287,75,2-132-630-1112
1288,73,2-407-228-4845
1289,14,6-086-223-0122
1290,64,1-774-117-7434
1291,60,0-185-150-6424
1292,52,4-277-616-8126
1293,37,4-426-665-2515
1294,14,2-675-252-7318
1295,72,3-802-644-7341
1296,59,2-207-618-2674
1297,11,2-065-080-2433
1298,60,5-351-575-7513
1299,79,4-311-251-5308
1300,57,6-874-471-7821
1301,32,5-767-163-1660
1302,51,7-807-172-4483
1303,59,0-126-840-1174
1304,42,8-335-668-0716
1305,49,7-261-057-6387
1306,10,4-511-573-8348
1307,68,3-576-837-7368
1308,56,7-715-871-8431
1309,12,5-730-761-2377
1310,36,7-178-105-6643
1311,66,5-705-383-8371
1312,18,8-686-552-8076
1313,64,0-173-742-0353
1314,12,6-584-478-8060
1315,35,1-711-246-7025
1316,30,0-818-406-3388
1317,11,5-631-776-2142
1318,78,3-178-750-4853
1319,53,6-030-850-1704
1320,45,0-482-421-5514
1321,37,2-747-840-0264
1322,68,3-634-400-2527
1323,32,5-786-470-4406
1324,17,0-123-041-3017
1325,66,7-504-026-8021
1326,18,4-354-683-2824
1327,29,7-621-032-4817
1328,68,7-541-270-7017
1329,56,8-650-647-5176
1330,31,0-575-861-3565
1331,20,4-101-152-5851
1332,34,7-263-215-0711
1333,56,8-483-830-1044
1334,51,4-634-403-4347
1335,55,8-703-052-3031
1336,62,6-854-402-2617
1337,49,7-146-762-3623
1338,21,2-614-115-1456
1339,54,4-703-247-7845
1340,74,1-442-160-4441
1341,61,8-715-460-1372
1342,73,5-711-341-6112
1343,56,5-206-520-0624
1344,42,2-222-435-3255
1345,27,5-710-235-6448
1346,29,5-250-621-3368
1347,17,2-826-573-8571
1348,60,1-062-668-7205
1349,25,7-458-327-8807
1350,35,1-705-005-7178
1351,57,4-865-707-1207
1352,20,2-442-826-1231
1353,70,6-272-360-0584
1354,44,5-208-150-0883
1355,51,4-388-073-0678
1356,48,2-474-875-2806
1357,55,1-785-208-6717
1358,11,6-187-436-7346
1359,59,6-510-315-3527
1360,26,7-676-816-0576
1361,66,8-764-382-5117
1362,60,8-736-543-4368
1363,64,5-071-750-8721
1364,47,3-105-010-5707
1365,16,6-841-323-2788
1366,33,0-164-188-5683
1367,41,3-641-528-5174
1368,68,1-754-875-3265
1369,72,4-548-113-7507
1370,53,7-255-021-2583
1371,32,2-367-282-5156
1372,13,7-830-361-1086
1373,55,1-028-522-5115
1374,65,4-556-713-2456
1375,21,8-088-612-3605
1376,20,5-208-217-6255
1377,67,0-438-530-5318
1378,47,2-270-720-3830
1379,43,0-483-607-2407
1380,24,7-372-806-4345
1381,10,2-770-417-6477
1382,17,3-573-250-2361
1383,44,4-648-551-5781
1384,77,1-772-216-8568
1385,30,1-316-435-5534
1386,62,6-808-622-3471
1387,38,7-682-818-6717
1388,26,3-303-352-7305
1389,33,1-712-347-2277
1390,65,3-253-378-5174
1391,33,1-707-420-7050
1392,14,0-523-248-4520
1393,15,8-835-101-3271
1394,52,4-868-686-6253
1395,68,4-425-786-7787
1396,55,8-460-466-1367
1397,33,6-075-527-3450
1398,52,7-552-127-4108
1399,26,2-525-723-6687
1400,64,1-124-131-3302
1401,71,1-301-821-5052
1402,76,0-252-138-8671
1403,11,0-336-857-1334
1404,38,2-273-626-5723
1405,71,7-810-131-2201
1406,47,7-363-604-5710
1407,72,4-414-041-6858
1408,11,3-700-111-1124
1409,30,4-286-670-5824
1410,55,1-626-745-2460
1411,76,0-436-076-1078
1412,62,5-480-421-0237
1413,43,7-335-616-7285
1414,28,3-340-535-3741
1415,29,5-472-586-5687
1416,61,3-147-004-5755
1417,15,6-047-645-2110
1418,20,3-423-205-4576
1419,39,7-726-043-8764
1420,47,3-771-244-2033
1421,47,7-037-014-8208
1422,74,1-825-612-5068
1423,35,1-320-243-4368
1424,78,0-576-241-2888
1425,32,2-848-064-0106
1426,57,8-367-634-4825
1427,20,2-534-454-1387
1428,35,8-346-277-0717
1429,68,7-254-442-8336
1430,44,3-845-542-8528
1431,36,8-711-342-0655
1432,25,0-867-570-4682
1433,31,3-243-872-5315
1434,55,3-147-056-7324
1435,53,6-336-236-8476
1436,22,0-817-207-7304
1437,37,2-140-248-0675
1438,41,4-528-451-4436
1439,22,4-842-361-6883
1440,15,8-668-864-2263
1441,60,6-837-808-8424
1442,32,0-650-584-4118
1443,64,8-146-847-7474
1444,46,2-367-035-6138
1445,26,0-353-174-4857
1446,61,4-108-367-1106
1447,24,1-646-525-4126
1448,42,8-356-285-6502
1449,66,3-624-560-8632
1450,45,2-785-024-2450
1451,11,0-081-485-0363
1452,71,0-084-266-4014
1453,41,0-062-402-6524
1454,48,6-846-621-4304
1455,77,3-007-758-8541
1456,43,1-342-461-7536
1457,32,2-867-880-8467
1458,43,0-480-258-2605
1459,35,6-706-763-8365
1460,70,7-085-328-3401
1461,11,7-048-345-2331
1462,17,7-307-371-3702
1463,27,5-374-017-5608
1464,64,1-358-134-4876
1465,13,1-105-871-6723
1466,14,5-022-443-7425
1467,76,2-224-563-7562
1468,65,0-168-818-8042
1469,12,1-183-385-8513
1470,58,4-510-844-8732
1471,36,7-482-267-7823
1472,39,7-835-121-8703
1473,29,8-704-032-6755
1474,77,0-258-246-2162
1475,74,1-764-235-7053
1476,40,6-365-864-2335
1477,77,5-252-210-1503
1478,24,5-634-068-3722
1479,73,6-024-204-6167
1480,11,6-248-517-5858
1481,26,2-026-420-3864
1482,29,8-485-560-8837
1483,58,2-066-358-1001
1484,26,7-717-530-8710
1485,12,1-202-402-7143
1486,45,4-303-721-7367
1487,62,4-124-377-1064
1488,22,5-660-630-2462
1489,27,3-614-816-4326
1490,35,6-742-624-7776
1491,18,5-118-652-7700
1492,58,6-317-006-3822
1493,70,7-651-143-5808
1494,65,8-677-884-6775
1495,33,1-577-032-2821
1496,75,0-053-646-5338
1497,33,1-838-750-0120
1498,50,6-445-758-6577
1499,71,2-102-088-6645
1500,21,8-242-107-6005
1501,22,8-077-416-3045
1502,54,5-601-227-2735
1503,47,1-544-007-2473
1504,76,1-124-620-4676
1505,42,0-546-132-5426
1506,71,6-228-520-6300
1507,23,8-354-217-2703
1508,39,5-101-474-7346
1509,38,0-073-600-8526
1510,70,7-622-330-6773
1511,43,2-814-516-4514
1512,22,2-447-847-3313
1513,63,4-138-305-1630
1514,68,7-533-412-5208
1515,72,8-173-000-0538
1516,38,6-614-524-8350
1517,33,0-372-864-4140
1518,24,1-115-202-3586
1519,62,0-708-504-2143
1520,58,1-707-842-2682
1521,35,1-753-356-0601
1522,18,5-571-060-6744
1523,42,8-330-640-1466
1524,68,3-074-620-1682
1525,33,6-118-854-6313
1526,10,1-522-005-8786
1527,78,7-485-327-8103
1528,54,2-028-104-1672
1529,17,0-705-324-6310
1530,39,5-820-337-0258
1531,76,7-667-442-0175
1532,55,2-157-552-1072
1533,31,6-372-017-3717
1534,52,5-527-702-6357
1535,27,6-045-368-8331
1536,13,6-888-026-1201
1537,76,3-328-548-0544
1538,78,6-181-171-2410
1539,72,0-260-758-6742
1540,10,4-838-303-1302
1541,68,2-583-783-1238
1542,30,6-718-571-1885
1543,28,4-273-784-0087
1544,25,6-478-006-1011
1545,49,8-355-708-2068
1546,54,1-033-872-7082
1547,13,8-108-242-3024
1548,35,2-718-041-0517
1549,16,5-211-734-0155
1550,56,0-004-355-7401
1551,14,6-374-614-6382
1552,75,2-046-641-6247
1553,79,3-558-585-4113
1554,42,4-028-072-0611
1555,33,1-700-747-1470
1556,15,4-404-367-1502
1557,61,2-153-262-2427
1558,66,7-466-218-5814
1559,48,6-668-306-0537
1560,55,8-487-575-2625
1561,71,0-074-057-0605
1562,43,0-283-561-4606
1563,69,2-100-527-3177
1564,27,1-180-477-7746
1565,28,8-150-111-0301
1566,76,4-744-112-1452
1567,39,6-188-180-6371
1568,35,5-720-568-1004
1569,61,2-365-157-2812
1570,10,1-283-045-6618
1571,38,7-246-613-6525
1572,65,2-356-073-4527
1573,37,7-415-470-1426
1574,74,0-047-643-8511
1575,55,8-767-637-5317
1576,28,0-727-133-8556
1577,72,2-560-886-6246
1578,56,0-240-314-8227
1579,71,2-561-720-2174
1580,15,5-764-310-4156
1581,75,8-243-165-0776
1582,29,1-488-334-2633
1583,52,4-050-226-6872
1584,46,6-613-142-6032
1585,70,2-016-032-5787
1586,13,1-465-102-2232
1587,62,2-111-164-1667
1588,28,1-855-566-7702
1589,54,6-550-085-8634
1590,75,2-031-362-3644
1591,27,3-665-648-1744
1592,43,1-407-184-6463
1593,50,2-531-778-2125
1594,35,2-812-320-6588
1595,73,5-426-867-6313
1596,18,0-738-512-7764
1597,22,6-221-558-2544
1598,29,5-124-488-1502
1599,54,7-113-510-8000
1600,63,3-506-104-4213
1601,39,8-728-634-5862
1602,43,3-553-442-4041
1603,71,7-105-462-6663
1604,71,7-115-437-6352
1605,45,3-106-783-4530
1606,44,2-801-346-6175
1607,30,2-585-644-1741
1608,39,6-477-382-3063
1609,50,3-527-752-5463
1610,27,8-661-875-7653
1611,68,6-822-411-5232
1612,14,1-632-258-8057
1613,60,1-042-047-6141
1614,75,3-002-478-5360
1615,22,4-351-646-0040
1616,46,6-846-457-6537
1617,26,5-532-522-4826
1618,61,8-586-608-7845
1619,51,2-207-735-1425
1620,23,0-436-154-3266
1621,71,5-184-403-0878
1622,39,2-455-651-5066
1623,31,6-152-813-4411
1624,59,4-054-852-1484
1625,60,0-865-507-7356
1626,36,3-007-438-0281
1627,55,8-664-457-7582
1628,10,4-683-322-7221
1629,73,4-350-843-0706
1630,71,3-237-787-4702
1631,68,4-460-523-6460
1632,15,8-671-411-4008
1633,13,8-403-360-3175
1634,41,6-344-683-6227
1635,12,1-586-777-3550
1636,15,2-827-658-1133
1637,17,5-670-626-5681
1638,65,6-353-827-1231
1639,59,5-486-367-7270
1640,19,8-652-833-2741
1641,31,8-418-427-1404
1642,30,2-020-134-7243
1643,25,5-528-078-0266
1644,69,4-820-075-8228
1645,70,1-313-020-4183
1646,73,0-816-138-5234
1647,24,0-373-748-2536
1648,52,5-400-516-4530
1649,19,5-868-335-6702
1650,52,3-565-002-5150
1651,53,2-780-605-6366
1652,77,6-882-706-5245
1653,15,4-034-038-0715
1654,44,3-487-351-6768
1655,13,1-070-743-7185
1656,57,5-050-661-5337
1657,32,0-815-282-7033
1658,12,4-813-672-4721
1659,30,8-100-536-6148
1660,75,2-652-575-1654
1661,65,4-674-134-7685
1662,11,8-116-667-8821
1663,10,2-870-685-3615
1664,66,4-146-011-2043
1665,40,5-740-647-2572
1666,21,4-406-312-6532
1667,47,1-186-078-6533
1668,73,4-461-231-6731
1669,53,1-487-257-2588
1670,50,5-117-854-1012
1671,66,4-032-255-6825
1672,48,7-040-513-4515
1673,20,1-272-705-8213
1674,20,1-508-316-3558
1675,70,1-447-761-3420
1676,75,7-387-662-6627
1677,76,1-314-415-4281
1678,38,4-604-805-8401
1679,78,2-768-321-7556
1680,43,5-682-645-7142
1681,10,5-665-683-0112
1682,51,4-610-627-8858
1683,30,1-220-337-6553
1684,52,5-416-153-3427
1685,11,3-517-620-8734
1686,37,6-357-340-7253
1687,22,1-162-247-7426
1688,66,1-802-537-1068
1689,67,8-508-286-6186
1690,49,5-652-568-4675
1691,45,3-628-721-3183
1692,61,4-745-485-2146
1693,72,7-443-741-1845
1694,49,5-787-733-5377
1695,61,1-386-223-8030
1696,32,7-645-726-0288
1697,62,8-637-004-8672
1698,45,5-376-154-2650
1699,14,7-771-163-1417
1700,43,8-478-715-0408
1701,38,3-075-450-2630
1702,26,1-378-310-4536
1703,52,7-444-004-6747
1704,13,8-757-147-4457
1705,42,3-663-847-8227
1706,77,1-425-723-6560
1707,49,4-131-520-2681
1708,32,3-173-576-5866
1709,53,1-162-207-5508
1710,65,1-620-152-1282
1711,56,4-806-835-6468
1712,44,4-785-156-2182
1713,76,4-643-442-1707
1714,30,8-052-412-3675
1715,36,5-506-284-4612
1716,30,8-228-375-3866
1717,10,8-378-672-6006
1718,67,4-477-535-7732
1719,26,8-388-113-8807
1720,70,1-477-841-7444
1721,71,8-675-071-5140
1722,32,8-348-577-3605
1723,14,5-783-136-3708
1724,38,3-770-826-5348
1725,47,8-216-501-8160
1726,29,8-736-763-7315
1727,68,8-643-285-0833
1728,69,2-077-802-5751
1729,18,7-076-001-7636
1730,68,4-661-183-4353
1731,67,7-583-780-3535
1732,24,1-707-241-8282
1733,21,3-148-166-2507
1734,40,1-606-332-1148
1735,27,7-428-445-8260
1736,56,4-018-635-1056
1737,47,4-357-610-7120
1738,55,3-770-381-3632
1739,25,2-346-772-2763
1740,13,8-621-614-2044
1741,71,5-460-427-1135
1742,32,5-203-876-6360
1743,56,6-864-781-6851
1744,34,0-165-728-5184
1745,36,1-021-664-7302
1746,50,5-221-173-0152
1747,64,1-170-744-7323
1748,65,5-801-028-8818
1749,53,0-642-441-4640
1750,48,7-408-441-2744
1751,23,7-288-628-8128
1752,17,8-237-080-1742
1753,52,2-833-866-5123
1754,27,4-273-513-5480
1755,30,0-218-332-3836
1756,64,8-404-438-6713
1757,69,1-546-061-2812
1758,53,4-717-883-1504
1759,21,0-710-033-8837
1760,70,7-532-137-6130
1761,58,2-168-622-1035
1762,25,4-025-636-1828
1763,35,5-181-170-6747
1764,72,5-416-067-4816
1765,19,0-207-676-8132
1766,56,2-181-383-0238
1767,22,1-802-433-4370
1768,74,7-108-686-2243
1769,75,6-510-658-5276
1770,61,7-446-862-4003
1771,19,8-322-668-5514
1772,69,2-266-835-8421
1773,27,4-824-288-6101
1774,36,2-585-801-5054
1775,55,0-455-345-5107
1776,62,3-326-165-1134
1777,33,4-083-142-7354
1778,67,2-336-351-2611
1779,48,7-432-824-5020
1780,29,4-145-702-6743
1781,70,3-865-115-2835
1782,54,0-881-177-0201
1783,29,0-435-745-3058
1784,77,4-847-573-0475
1785,70,1-150-535-2744
1786,54,6-833-625-4085
1787,25,3-833-606-1854
1788,60,7-566-861-0370
1789,55,3-822-207-1435
1790,58,0-146-626-1464
1791,19,4-752-757-4760
1792,64,6-488-621-4805
1793,62,1-320-181-6316
1794,39,3-438-407-2168
1795,30,3-641-401-4271
1796,41,2-638-423-5644
1797,21,8-188-135-3385
1798,39,4-023-021-5385
1799,66,6-868-335-8222
1800,30,0-228-260-2084
1801,45,0-054-276-8411
1802,31,5-508-361-1782
1803,64,8-226-736-6328
1804,34,7-163-526-8082
1805,55,5-083-726-0674
1806,78,5-001-437-2661
1807,28,0-754-136-8860
1808,63,3-281-575-0567
1809,48,1-445-108-8863
1810,79,6-172-058-8837
1811,19,4-667-015-2003
1812,57,8-078-617-6884
1813,37,0-280-685-7621
1814,37,2-177-008-5613
1815,79,6-016-402-4237
1816,62,1-550-358-5835
1817,49,3-067-875-7883
1818,56,6-826-050-8305
1819,43,4-721-160-2353
1820,43,3-354-687-1283
1821,44,2-253-361-2322
1822,16,5-452-802-0472
1823,57,8-524-232-5467
1824,75,1-586-310-0048
1825,28,2-421-628-4883
1826,60,3-688-865-7561
1827,31,0-463-615-4601
1828,65,1-071-630-2222
1829,55,2-112-706-4380
1830,21,5-566-280-3417
1831,74,7-301-670-7101
1832,52,0-255-263-1865
1833,21,6-282-180-0213
1834,40,0-474-728-4415
1835,10,2-307-658-1774
1836,40,8-652-802-8714
1837,62,7-736-606-4580
1838,64,7-236-225-1035
1839,15,5-654-761-0830
1840,72,1-236-186-8674
1841,60,6-465-535-4220
1842,11,4-258-787-4244
1843,76,7-701-553-6276
1844,34,0-444-645-8132
1845,75,2-717-884-1867
1846,61,3-476-826-5428
1847,31,3-266-756-3507
1848,64,3-472-353-2671
1849,22,5-888-564-8873
1850,56,1-733-831-2502
1851,37,4-428-855-5150
1852,73,5-778-587-4110
1853,52,1-023-584-4653
1854,22,3-402-264-5646
1855,21,4-256-162-3356
1856,75,2-101-041-0354
1857,14,7-523-548-6217
1858,34,2-628-387-7708
1859,15,6-341-266-8758
1860,54,3-778-686-1368
1861,32,1-254-751-6516
1862,26,8-644-384-6764
1863,49,1-707-376-0328
1864,79,0-211-310-2050
1865,11,3-164-114-4602
1866,75,5-236-467-6644
1867,20,6-326-524-5703
1868,29,0-281-642-8815
1869,12,7-273-722-8656
1870,61,8-673-560-4806
1871,25,6-582-141-5728
1872,34,4-165-645-4412
1873,14,5-832-101-6545
1874,25,3-061-318-5748
1875,43,8-473-426-5276
1876,32,0-837-116-8441
1877,58,7-303-262-0882
1878,53,1-723-708-4330
1879,40,6-045-788-3315
1880,15,1-225-553-1675
1881,33,8-304-553-3256
1882,25,1-620-872-0211
1883,50,6-386-086-8415
1884,37,7-476-717-4503
1885,71,3-227-451-6146
1886,24,5-533-876-8071
1887,38,0-420-368-5802
1888,63,5-737-081-3750
1889,20,6-357-237-4077
1890,78,2-034-402-4257
1891,12,3-780-575-4413
1892,78,0-134-266-6035
1893,14,5-576-347-0553
1894,39,4-682-234-1534
1895,33,6-625-808-0274
1896,79,0-808-223-4780
1897,44,7-446-743-1140
1898,53,2-215-531-5281
1899,33,2-572-004-7676
1900,45,5-217-327-4845
1901,13,1-774-632-8214
1902,25,5-111-828-4458
1903,35,1-328-053-6861
1904,24,1-003-462-3781
1905,30,0-556-514-5742
1906,38,0-275-662-7800
1907,73,1-486-355-1287
1908,40,0-616-253-6652
1909,26,8-561-622-0564
1910,11,2-612-801-1335
1911,77,4-453-521-5257
1912,64,7-448-577-3213
1913,42,3-166-307-4865
1914,22,5-842-476-5833
1915,41,4-245-525-2010
1916,38,4-411-737-1732
1917,63,2-474-474-8731
1918,22,5-176-031-4706
1919,16,5-474-525-1862
1920,17,4-172-505-1205
1921,55,4-004-278-2667
1922,73,8-035-682-7862
1923,73,4-777-447-5818
1924,50,1-180-703-6282
1925,51,6-843-766-7618
1926,37,8-062-828-7063
1927,49,8-108-345-4520
1928,46,0-362-317-0151
1929,63,2-070-035-8583
1930,55,5-731-437-6822
1931,46,4-537-823-3825
1932,31,6-541-618-0015
1933,50,6-556-647-0724
1934,33,0-602-485-3104
1935,76,8-687-214-3070
1936,32,6-664-454-4010
1937,10,1-540-423-5157
1938,79,4-866-712-1565
1939,68,2-185-588-6585
1940,60,5-387-431-0768
1941,45,8-658-883-4867
1942,31,3-701-613-5280
1943,37,1-461-448-5136
1944,70,2-876-516-8554
1945,57,3-836-331-8626
1946,39,1-283-621-8017
1947,61,2-580-217-5006
1948,50,1-126-161-0235
1949,33,2-213-445-2053
1950,61,3-064-413-0422
1951,48,0-363-874-8057
1952,74,0-314-444-5642
1953,16,0-551-847-8053
1954,16,6-122-146-6274
1955,15,0-858-757-4062
1956,32,2-284-777-3007
1957,28,1-142-647-2141
1958,15,8-713-770-0880
1959,66,4-184-800-8027
1960,58,1-464-701-6185
1961,75,6-351-863-2057
1962,48,5-320-318-5032
1963,31,1-417-735-5506
1964,48,3-883-845-4618
1965,47,6-020-807-2120
1966,45,5-436-028-5565
1967,46,1-554-765-8551
1968,59,0-555-143-0746
1969,45,0-844-238-8377
1970,32,3-243-608-8266
1971,41,5-331-345-6703
1972,71,1-162-612-2621
1973,68,8-837-471-3207
1974,71,8-758-114-2852
1975,51,3-621-436-2151
1976,36,1-710-805-0272
1977,70,5-314-778-3674
1978,69,5-087-256-2626
1979,32,0-437-812-4335
1980,16,2-243-576-3323
1981,71,1-766-101-3573
1982,37,3-034-484-1475
1983,13,1-257-438-7046
1984,22,3-533-114-4708
1985,50,3-174-723-3165
1986,69,3-272-743-8311
1987,71,4-082-301-0304
1988,36,4-406-138-6050
1989,71,3-152-601-1088
1990,59,2-080-444-2737
1991,36,4-560-247-8007
1992,21,4-732-823-4434
1993,13,3-714-060-8327
1994,13,2-185-105-1175
1995,59,1-135-028-1165
1996,38,2-372-087-2028
1997,61,2-633-627-5233
1998,68,3-380-357-5442
1999,61,1-312-036-7252
2000,30,8-448-701-8008

